BillID,Year,Major,MajorText,Party,PassH,PassS,Description,Description_CBP,DW1,DW1_NA,Chamber,BillNum,BillType,Cong,Minor,MultNo,PLaw,ReportH,ReportS,Veto,ComC,CumHServ,MRef,NameFull,Postal,State
107-HR-5172,2002,20,Public Lands and Water Management,Democrat,0,0,To designate a portion of the White Salmon River as a component of the National Wild and Scenic Rivers System.,To designate a portion of the White Salmon River as a component of the National Wild and Scenic Rivers System.,-0.43,-0.43,House,5172,HR,107,2101.0,1.0,0,0,0,0,0.0,1416.0,0,Brian Baird,WA,73
104-HR-1220,1995,7,Environment,Republican,0,0,"To establish a temporary moratorium on the delineation of new wetlands until enactment of a law that is the successor to the Food, Agriculture, Conservation, and Trade Act of 1990, and for other purposes.","To establish a temporary moratorium on the delineation of new wetlands until enactment of a law that is the successor to the Food, Agriculture, Conservation, and Trade Act of 1990, and for other purposes.",0.484,0.484,House,1220,HR,104,701.0,2.0,0,0,0,0,0.0,639.0,1,Tom Latham,IA,31
105-S-1927,1998,13,Community Development and Housing Issues,Democrat,0,0,"A bill to amend section 2007 of the Social Security Act to provide grant funding for 20 additional Empowerment Zones, and for other purposes.","A bill to amend section 2007 of the Social Security Act to provide grant funding for 20 additional Empowerment Zones, and for other purposes.",-0.414,-0.414,Senate,1927,S,105,1403.0,1.0,0,0,0,0,0.0,0.0,1,Carol Moseley Braun,IL,21
103-HR-4485,1994,19,Government Operations,Republican,0,0,To change election day for Federal offices to the first Monday in November and to make election day a legal public holiday.,To change election day for Federal offices to the first Monday in November and to make election day a legal public holiday.,0.543,0.543,House,4485,HR,103,2012.0,2.0,0,0,0,0,0.0,1428.0,0,Charles Taylor,NC,47
81-S-3262,1950,19,Government Operations,Democrat,0,0,"A bill to describe the boundaries of the United States Capitol Grounds, to regulate the use of the Capitol Buildings and Grounds, and for other purposes","A bill to describe the boundaries of the United States Capitol Grounds, to regulate the use of the Capitol Buildings and Grounds, and for other purposes",-0.187,-0.187,Senate,3262,S,81,2008.0,1.0,0,0,0,0,0.0,3833.0,1,"Chavez, Dennis",NM,66
83-S-3108,1954,6,Education,Republican,1,1,"A bill to modify the act of October 8, 1940 (54 Slat. 1020), and the act of July 24, 1947 (61 Stat. 418), with respect to the recoupment of certain publicschoul construction costs in Minnesota","A bill to modify the act of October 8, 1940 (54 Slat. 1020), and the act of July 24, 1947 (61 Stat. 418), with respect to the recoupment of certain publicschoul construction costs in Minnesota",0.151,0.151,Senate,3108,S,83,600.0,1.0,1,0,1,0,0.0,0.0,0,"Thye, Edward J",MN,33
97-S-3039,1982,20,Public Lands and Water Management,Democrat,0,1,"A bill to provide for the use of certain fees collected from visitors to Grand Canyon National Park, and for other purposes.","A bill to provide for the use of certain fees collected from visitors to Grand Canyon National Park, and for other purposes.",-0.183,-0.183,Senate,3039,S,97,2101.0,1.0,0,0,0,0,0.0,0.0,0,Dennis DeConcini,AZ,61
101-HR-5919,1990,7,Environment,Republican,0,0,To require the Administrator of the Environmental Protection Agency to include with regulations issued by that agency a statement of the anticipated effects of the regulations on small business.,To require the Administrator of the Environmental Protection Agency to include with regulations issued by that agency a statement of the anticipated effects of the regulations on small business.,0.405,0.405,House,5919,HR,101,700.0,2.0,0,0,0,0,0.0,3583.0,0,Bob McEwen,OH,24
89-HR-14745,1966,1,Macroeconomics,Democrat,1,1,"Making appropriations. for the Departments of Labor,. and. Health. Education, and Welfare, and related agencies, for the fiscal year ending June 30, 1967, and for other. purposes","Making appropriations. for the Departments of Labor,. and. Health. Education, and Welfare, and related agencies, for the fiscal year ending June 30, 1967, and for other. purposes",-0.35,-0.35,House,14745,HR,89,105.0,1.0,1,1,0,0,0.0,24.0,1,"Fogarty, John E.",RI,5
105-S-156,1997,20,Public Lands and Water Management,Democrat,1,1,"A bill to provide certain benefits of the Pick-Sloan Missouri River Basin program to the Lower Brule Sioux Tribe, and for other purposes.","A bill to provide certain benefits of the Pick-Sloan Missouri River Basin program to the Lower Brule Sioux Tribe, and for other purposes.",-0.374,-0.374,Senate,156,S,105,2102.0,3.0,1,0,1,0,0.0,2833.0,0,Thomas Daschle,SD,37
90-HR-14401,1967,10,Transportation,Democrat,1,1,To grant the masters of certain U.S. vessels a lien on those vessels for their wages,To grant the masters of certain U.S. vessels a lien on those vessels for their wages,-0.288,-0.288,House,14401,HR,90,1007.0,1.0,1,1,0,0,1.0,20.0,1,"Garmatz, Edward A.",MD,52
93-HR-14256,1974,19,Government Operations,Democrat,0,0,"A bill to establish the Office of General Counsel to the Congress, and for other purposes.","A bill to establish the Office of General Counsel to the Congress, and for other purposes.",-0.336,-0.336,House,14256,HR,93,2011.0,1.0,0,0,0,0,0.0,716.0,0,Frederick Rooney,PA,14
82-HR-5443,1951,15,Defense,Republican,0,0,To provide for a temporary increase in the age limits for candidates for admission to the United States Military Academy and the United States Naval Academy,To provide for a temporary increase in the age limits for candidates for admission to the United States Military Academy and the United States Naval Academy,0.338,0.338,House,5443,HR,82,1608.0,1.0,0,0,0,0,0.0,0.0,1,"Brownson, Charles B.",IN,22
86-HR-12693,1960,19,Government Operations,Democrat,0,0,"To provide for the appointment by the Board of Commissioners of the District of Columbia, of the appointive members of the National Capital Planning Commission, and for other purposes","To provide for the appointment by the Board of Commissioners of the District of Columbia, of the appointive members of the National Capital Planning Commission, and for other purposes",-0.4,-0.4,House,12693,HR,86,2014.0,1.0,0,0,0,0,0.0,2.0,1,"McDowell, Harris B. Jr.",DE,11
105-HR-2545,1997,19,Government Operations,Democrat,0,0,"To amend title 39, United States Code, to allow postal patrons to contribute to funding for prostate cancer research through the voluntary purchase of certain specially issued United States postage stamps.","To amend title 39, United States Code, to allow postal patrons to contribute to funding for prostate cancer research through the voluntary purchase of certain specially issued United States postage stamps.",-0.42,-0.42,House,2545,HR,105,2003.0,1.0,0,0,0,0,0.0,2174.0,0,Sherrod Brown,OH,24
107-HR-2795,2001,4,Agriculture,Republican,0,0,"To amend title 18, United States Code, to protect and promote the public safety and interstate commerce by establishing Federal criminal penalties and civil remedies for certain violent, threatening, obstructive and destructive conduct that is intended to injure, intimidate, or interfere with plant or animal enterprises, and for other purposes.","To amend title 18, United States Code, to protect and promote the public safety and interstate commerce by establishing Federal criminal penalties and civil remedies for certain violent, threatening, obstructive and destructive conduct that is intended to injure, intimidate, or interfere with plant or animal enterprises, and for other purposes.",0.458,0.458,House,2795,HR,107,405.0,1.0,0,0,0,0,0.0,2879.0,0,George Nethercutt,WA,73
89-HR-5580,1965,15,Defense,Republican,0,0,To authorize the Secretary of the Army to pay certain expenses of moving property,To authorize the Secretary of the Army to pay certain expenses of moving property,0.21,0.21,House,5580,HR,89,1608.0,1.0,0,0,0,0,0.0,0.0,1,"Mize, Chester L.",KS,32
105-HR-3731,1998,19,Government Operations,Republican,1,1,"To designate the auditorium located within the Sandia Technology Transfer Center in Albuquerque, New Mexico, as the Steve Schiff Auditorium.","To designate the auditorium located within the Sandia Technology Transfer Center in Albuquerque, New Mexico, as the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Steve Schiff Auditorium"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",0.326,0.326,House,3731,HR,105,2008.0,1.0,1,0,0,0,0.0,6557.0,0,Joseph Skeen,NM,66
101-S-1465,1989,12,Social Welfare,Democrat,0,0,"A bill to amend the Domestic Volunteer Service Act of 1973 to expand the National Older American Volunteer Programs to respond to critical national needs, and for other purposes.","A bill to amend the Domestic Volunteer Service Act of 1973 to expand the National Older American Volunteer Programs to respond to critical national needs, and for other purposes.",-0.487,-0.487,Senate,1465,S,101,1305.0,1.0,0,0,0,0,1.0,0.0,1,Edward Kennedy,MA,3
83-HR-5328,1953,20,Public Lands and Water Management,Democrat,1,1,"To provide for the use of the tribal funds of the Ute Mountain Tribe of the Ute Mountain Reservation, to authorize a per capita payment out of such funds, and for other purposes","To provide for the use of the tribal funds of the Ute Mountain Tribe of the Ute Mountain Reservation, to authorize a per capita payment out of such funds, and for other purposes",-0.296,-0.296,House,5328,HR,83,2102.0,1.0,1,1,0,0,0.0,4.0,1,"Aspinall, Wayne N.",CO,62
92-HR-9885,1971,15,Defense,Republican,0,0,"To amend chapter 103 of title 10, United States Code, to reform the Senior Reserve Officers Training Corps program","To amend chapter 103 of title 10, United States Code, to reform the Senior Reserve Officers Training Corps program",-0.22,-0.22,House,9885,HR,92,1612.0,1.0,0,0,0,0,0.0,4.0,1,"Whalen, Charles W. Jr.",OH,24
110-S-1343,2007,3,Health,Democrat,0,0,"A bill to amend the Public Health Service Act with respect to prevention and treatment of diabetes, and for other purposes.","A bill to amend the Public Health Service Act with respect to prevention and treatment of diabetes, and for other purposes.",-0.433,-0.433,Senate,1343,S,110,332.0,1.0,0,0,0,0,0.0,0.0,1,Hillary Clinton,NY,13
86-HR-3311,1959,17,Foreign Trade,Democrat,0,0,To amend the Internal Revenue Code of 1954 to regulate the importation of pistols and revolvers,To amend the Internal Revenue Code of 1954 to regulate the importation of pistols and revolvers,-0.577,-0.577,House,3311,HR,86,1807.0,1.0,0,0,0,0,0.0,6.0,1,"Holtzman, Lester",NY,13
105-S-597,1997,3,Health,Democrat,0,0,A bill to amend title XVIII of the Social Security Act to provide for coverage under part B of the medicare program of medical nutrition therapy services furnished by registered dietitians and nutrition professionals.,A bill to amend title XVIII of the Social Security Act to provide for coverage under part B of the medicare program of medical nutrition therapy services furnished by registered dietitians and nutrition professionals.,-0.309,-0.309,Senate,597,S,105,302.0,1.0,0,0,0,0,0.0,0.0,0,Jeff Bingaman,NM,66
104-HR-2586,1995,1,Macroeconomics,Republican,1,1,"To provide for a temporary increase in the public debt limit, and for other purposes.","To provide for a temporary increase in the public debt limit, and for other purposes.",0.519,0.519,House,2586,HR,104,105.0,2.0,0,1,0,1,1.0,8675.0,1,Bill Archer,TX,49
