BillID,Year,Major,MajorText,Party,PassH,PassS,Description,DW1,Chamber,Postal,IntrDate
86-HR-8031,1959,10,Transportation,Democrat,0,0,To amend sections 204a and 406a of the Interstate Commerce Act in order to provide civil liability for violations of such act by common carriers by motor vehicle and freight forwarders,-0.049,House,AR,
95-HR-5137,1977,19,Government Operations,Republican,0,0,"A bill to reorganize the executive branch; to require rules and regulations proposed by executive agencies to be acted upon by the Congress; to impose certain additional requirements upon the President and executive agencies, and to tighten the standards of official conduct by officers and employees of executive agencies.",0.253,House,NY,1977-03-16
99-HR-4709,1986,15,Defense,Democrat,0,0,"A bill to provide that service of certain members of the United States merchant marine during World War II constituted active military service for purposes of any law administered by the Veterans' Administration, and for other purposes.",-0.469,House,NY,1986-04-30
100-S-304,1987,10,Transportation,Democrat,0,0,A bill to provide for the fair and proper implementation of the cargo preference laws of the United States.,-0.337,Senate,HI,1987-01-12
87-HR-8470,1961,15,Defense,Republican,0,0,To provide a moratorium on principal payments under federally insured or guaranteed mortgages for certain mortgagors who are called to serve on active duty in the Armed Forces and are unable to make such payments while so serving,0.008,House,MA,
93-S-2566,1973,15,Defense,Democrat,0,0,A bill to authorize the Atomic Energy Commission to enter into a cooperative agreement with the State of Utah to contain and render harmless uranium mill tailings.,-0.322,Senate,UT,1973-10-11
84-HR-2542,1955,20,Public Lands and Water Management,Republican,0,0,"To authorize the Secretary of the Army to review reports on Mississippi River (Frontenac), Minn",0.463,House,MN,
83-S-2457,1953,19,Government Operations,Republican,0,0,A bill to authorize the Administrator of General Services and the Postmaster General to enter into building purchase contracts; to extend the authority of the Postmaster General to lease space for post office purposes; and for other purposes,0.503,Senate,IL,
89-S-92,1965,20,Public Lands and Water Management,Democrat,0,0,"A bill to establish the Flaming Gorge National Recreation Area in the States of Utah and Wyoming, and for other purposes",-0.263,Senate,WY,
92-S-2223,1971,13,Community Development and Housing Issues,Democrat,0,0,"A bill to amend the Consolidated Farmers Home Administration Act of 1961, and for other purposes",-0.42,Senate,MN,
84-HR-10677,1956,10,Transportation,Democrat,0,0,"To extend the provisions of title XIII of the Civil Aeronautics Act of 1938, as amended, relating to war risk insurance for an additional 5 years",-0.254,House,TN,
84-HR-6474,1955,10,Transportation,Democrat,0,0,"To amend the Merchant Marine Act, 1936, In order to eliminate the 6-percent differential applying to certain bids of Pacific coast shipbuilders",-0.279,House,MD,
92-HR-867,1971,10,Transportation,Republican,0,0,"To promote the safety of ports, harbors, waterfront areas, arid navigable waters of the United States",0.06,House,CA,
96-HR-1842,1979,13,Community Development and Housing Issues,Republican,0,0,"A bill to amend the Internal Revenue Code of 1954 to provide tax-saving incentives for savings accounts established for the purpose of purchasing a home, and for other purposes.",0.373,House,CA,1979-02-05
96-HR-4713,1979,3,Health,Democrat,0,0,A bill to provide for the establishment of a task force on consumer and physician incentives toward hospital cost containment.,-0.305,House,VA,1979-07-10
93-S-4072,1974,15,Defense,Democrat,0,0,"A bill to authorize the Secretary of the Army to return the remains of Second Lt. John A. Ellard Jr., from the Manila American Cemetery, Republic of the Philippines, to the United States.",-0.034,Senate,MS,1974-10-01
105-HR-2011,1997,18,International Affairs and Foreign Aid,Republican,0,0,"To impose certain sanctions on the People's Republic of China, and for other purposes.",0.467,House,AR,1997-06-23
102-HR-654,1991,17,Foreign Trade,Republican,0,0,"Entitled, The Foreign Acquisitions Study Act of 1991.",0.191,House,OH,1991-01-24
107-S-3082,2002,18,International Affairs and Foreign Aid,Republican,0,0,A bill to suspend tax-exempt status of designated terrorist organizations.,0.377,Senate,IA,2002-10-08
102-HR-1297,1991,7,Environment,Democrat,1,0,"To amend the Dingell-Johnson Sport Fish Restoration Act to authorize the use by coastal States of apportionments under that Act for construction, renovation, and maintenance of shoreside pumpout stations for marine sanitation devices.",-0.501,House,NC,1991-03-06
96-HR-7491,1980,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,A bill to provide exemptions from the Investment Company Act of 1940 and Investment Advisers Act of 1940 for specialized investment companies engaged in furnishing capital to unseasoned enterprises which are unable to obtain capital on favorable terms through conventional means and which frequently need and receive significant managerial assistance and for certain investment advisers.,-0.493,House,NY,1980-06-04
91-HR-14335,1969,19,Government Operations,Democrat,0,0,"To provide for the investigative detention and search of persons in the District of Columbia suspected of involvement in, or knowledge of, crimes committed in the District of Columbia",0.23,House,SC,
107-HR-4425,2002,17,Foreign Trade,Republican,0,0,To suspend temporarily the duty on methacrylamide.,0.79,House,IN,2002-04-16
97-S-658,1981,5,Labor and Employment,Republican,0,0,"A bill to amend the Fair Labor Act of 1938 to exempt employees who are under eighteen years of age from the provisions of section 6 of that Act, and for other purposes.",0.414,Senate,OK,1981-03-10
94-HR-6258,1975,3,Health,Republican,0,0,A bill to amend the Internal Revenue Code of 1954 and the Social Security Act to provide a comprehensive program of health care by strengthening the organization and delivery of health care nationwide and making comprehensive health care insurance (including coverage for medical catastrophes) available to all Americans.,0.196,House,OH,1975-04-22
88-S-2807,1964,20,Public Lands and Water Management,Democrat,0,0,"A bill to fix the boundary of Shenandoah National Park in the Commonwealth of Virginia, and for other purposes.",0.528,Senate,VA,
94-S-3000,1976,12,Social Welfare,Republican,0,0,"A bill to amend the Internal Revenue Code of 1954, the Social Security Act, and other laws to provide effective welfare reform by replacing public assistance and food stamps with a system of allowances and refundable credits, and for other purposes.",-0.206,Senate,NY,1976-02-19
102-S-811,1991,10,Transportation,Democrat,0,1,"A bill to require the Secretary of Transportation to lead and coordinate Federal efforts in the development of magnetic levitation transportation technology and foster implementation of magnetic levitation and other high-speed rail transportation systems, and for other purposes.",-0.284,Senate,SC,1991-04-11
90-HR-16759,1968,15,Defense,Democrat,0,0,"To incorporate Retired Enlisted Association, Inc",-0.212,House,TN,
94-HR-3706,1975,15,Defense,Republican,0,0,A bill to provide equitable treatment for persons employed as technicians in the National Guard in crediting service for civil service retirement.,0.135,House,AK,1975-02-25
114-HR-4676,2016,15,Defense,Republican,1,0,"To amend title 18, United States Code, to provide an additional tool to prevent certain frauds against veterans, and for other purposes.",0.466,House,FL,2016-03-02
103-HR-5275,1994,13,Community Development and Housing Issues,Democrat,0,0,"To establish a Federal Housing Trust Fund to provide decent, safe, and affordable housing for low-income families lacking such housing.",-0.577,House,NY,1994-10-07
97-S-2023,1982,9,Immigration,Democrat,0,0,A bill to assist in the admission into the United States of certain aliens who have fled from Poland.,-0.342,Senate,NY,1982-01-28
82-HR-1405,1951,5,Labor and Employment,Republican,0,0,To amend the Railroad Retirement Act of 1937 to provide for a 20percent increase in the survivor annuities and insurance lump sums payable under such act,0.156,House,PA,
98-HR-4565,1983,4,Agriculture,Democrat,0,0,"A bill to establish the farm and crop acreage base and program yield system to provide more efficient, equitable, flexible and predictable programs for farmers.",0.188,House,TX,1983-11-18
107-HR-874,2001,1,Macroeconomics,Republican,0,0,To amend the Internal Revenue Code of 1986 to provide individual income tax rate reductions and to repeal the phaseouts of the deduction for personal exemptions and of itemized deductions.,0.817,House,IL,2001-03-06
80-HR-5255,1948,9,Immigration,Democrat,0,0,To authorize the naturalization of Michael Kroskof Thomas,-0.646,House,CA,
81-HR-5559,1949,3,Health,Democrat,0,0,To amend the Federal Trade Commission Act with respect to the advertising of alcoholic beverages,-0.116,House,AL,
91-HR-11620,1969,5,Labor and Employment,Democrat,0,0,"To assure an opportunity for employment to every American seeking work and to make available the education and training needed by any persons to qualify for employment consistent with his highest potential and capability, and for other .purposes",-0.42,House,MI,
88-HR-9857,1964,15,Defense,Democrat,0,0,"To protect the domestic economy, to promote the general welfare, and to assist in the national defense by providing for an adequate supply of lead and trine for consumption in the United States from domestic and foreign sources, and for other purposes",-0.364,House,CA,
85-HR-10537,1958,16,"Space, Science, Technology, and Communications",Republican,0,0,To clarify existing law with respect to subscription television operations,-0.003,House,NY,
94-HR-7171,1975,20,Public Lands and Water Management,Republican,0,0,"A bill to designate certain lands in the Black Canyon of the Gunnison National Monument, Colo., as wilderness.",0.247,House,KS,1975-05-21
