headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,ret_f11,ret_f12,ret_f13,ret_f14,ret_f15,ret_f16,ret_f17,ret_f18,ret_f19,ret_f20,ret_f21,ret_f22,ret_f23,ret_f24,ret_f25,ret_f26,ret_f27,ret_f28,ret_f29,ret_f30,ret_f31,ret_f32,ret_f33,ret_f34,ret_f35,ret_f36,ret_f37,ret_f38,ret_f39,ret_f40,ret_f41,ret_f42,ret_f43,ret_f44,ret_f45,ret_f46,ret_f47,ret_f48,ret_f49,ret_f50,ret_f51,ret_f52,ret_f53,ret_f54,ret_f55,ret_f56,ret_f57,ret_f58,ret_f59,ret_f60,Mkt-RF,SMB,HML,RF,PERMNO,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,headline_word_count
"Federal Reserve Cuts 2019 GDP Growth Estimate From 2.3% To 2.1%, Cuts 2020 GDP Growth Estimate From 2.0% To 1.9%, Leaves Longer Run GDP Growth Estimate At 1.9%",2019-03-20,DIA,2019-03-20 18:03:00+00:00,SPDR DOW JONES IND AVG ETF TRUST,85765.0,78467X10,-0.006141827441751957,0.008900376968085766,-0.009055935176642271,-0.008628399688730637,-0.004586353655871789,0.018306158559833863,0.022332683818269805,0.019547639343471923,-0.00042467028833925724,0.002090301802467387,0.007322259539577658,0.013936460170383747,0.004786324019054433,0.030936307242068306,0.11826065703192357,-0.00644178781658411,0.003412399906665087,0.003400730201974511,-0.005931172519922256,-0.02488917671144009,-0.006293716840445995,-0.02480647154152393,0.00775753753259778,-0.01933408156037331,-0.01113546267151833,-0.02399851009249687,0.002458881586790085,0.000754734268411994,0.003016588278114796,-0.00620304187759757,-0.00813316274434328,-0.006864927709102631,-0.007680520415306091,-0.001354483305476606,0.01123809348791838,0.003257367061451077,0.01317797228693962,0.007917096838355064,-0.01122128777205944,0.008511457592248917,-0.003188262693583965,-0.01298217196017504,0.01258101128041744,-0.001317765330895782,0.004901077132672071,-0.008816380053758621,-0.002838787389919162,0.006832427810877562,-0.0001884697703644633,-0.01885369420051575,-0.000384328537620604,0.01403305493295193,0.018578190356493,-0.02419503591954708,-0.007629248779267073,0.009994243271648884,0.006660367362201214,0.01323245652019978,-0.01212682295590639,0.003965988289564848,-0.01956359855830669,-0.009976984933018684,0.01346901617944241,-0.01582400128245354,0.01196079608052969,0.006975403986871243,0.0005772326258011162,0.007115364074707031,-0.01355736330151558,-0.008710816502571106,0.01210706401616335,0.01331272628158331,-0.006092911120504141,0.004597660154104233,-0.01353926584124565,-0.39,0.02,-1.05,0.009,85765,252,-0.6142%,0.0001,1.0061,-0.2423,0.1164,0.2391%,1.0444%,94.7572%,-0.1055%,28
What Is The Value Of The FOMC Minutes?,2019-03-20,DIA,2019-03-20 14:43:00+00:00,SPDR DOW JONES IND AVG ETF TRUST,85765.0,78467X10,-0.006141827441751957,0.008900376968085766,-0.009055935176642271,-0.008628399688730637,-0.004586353655871789,0.018306158559833863,0.022332683818269805,0.019547639343471923,-0.00042467028833925724,0.002090301802467387,0.007322259539577658,0.013936460170383747,0.004786324019054433,0.030936307242068306,0.11826065703192357,0.03147408738732338,-0.00644178781658411,0.003412399906665087,0.003400730201974511,-0.005931172519922256,-0.02488917671144009,-0.006293716840445995,-0.02480647154152393,0.00775753753259778,-0.01933408156037331,-0.01113546267151833,-0.02399851009249687,0.002458881586790085,0.000754734268411994,0.003016588278114796,-0.00620304187759757,-0.00813316274434328,-0.006864927709102631,-0.007680520415306091,-0.001354483305476606,0.01123809348791838,0.003257367061451077,0.01317797228693962,0.007917096838355064,-0.01122128777205944,0.008511457592248917,-0.003188262693583965,-0.01298217196017504,0.01258101128041744,-0.001317765330895782,0.004901077132672071,-0.008816380053758621,-0.002838787389919162,0.006832427810877562,-0.0001884697703644633,-0.01885369420051575,-0.000384328537620604,0.01403305493295193,0.018578190356493,-0.02419503591954708,-0.007629248779267073,0.009994243271648884,0.006660367362201214,0.01323245652019978,-0.01212682295590639,0.003965988289564848,-0.01956359855830669,-0.009976984933018684,0.01346901617944241,-0.01582400128245354,0.01196079608052969,0.006975403986871243,0.0005772326258011162,0.007115364074707031,-0.01355736330151558,-0.008710816502571106,0.01210706401616335,0.01331272628158331,-0.006092911120504141,0.004597660154104233,-0.39,0.02,-1.05,0.009,85765,252,-0.6142%,0.0001,1.0061,-0.2423,0.1164,0.2391%,1.0444%,94.7572%,-0.1055%,8
"Evercore ISI Group Initiates Coverage On Dollar Tree with In-Line Rating, Announces $105 Price Target",2019-03-20,DLTR,2019-03-20 12:31:00+00:00,DOLLAR TREE INC,81481.0,25674610,0.0003948367957491428,0.0005920591065660119,0.0007893619580472411,0.006018752914453085,0.028317738298268225,0.0331524484800656,0.07992105214980927,0.08840650519714233,0.0027714420575648546,0.014520297778826796,0.006557337954792741,-0.01112737322609969,0.06117101218788523,0.02811038101420338,0.1748810572213655,-0.006312876008450985,0.002297893399372697,0.002400558441877365,0.007964632473886013,-0.00947676319628954,-0.01239722687751055,-0.02019379660487175,0.001253362628631294,0.006119538098573685,0.008155985735356808,0.007678562309592962,0.0008165082545019686,-0.0150917824357748,0.006626114249229431,-0.01042230520397425,-0.01094790548086166,-0.007566216867417097,0.01849495247006416,0.02578320726752281,-0.01108107715845108,-0.005875926464796066,0.01429554540663958,0.0117902522906661,0.01513524260371923,-0.005937519017606974,-0.005840122699737549,-0.0009345753351226449,0.004810912534594536,-0.005585926119238138,-0.005617201793938875,0.004707444459199905,0.00843380019068718,-0.003982517402619123,-0.000399823795305565,0.01213338226079941,-0.01132921315729618,-0.02465031296014786,-0.00341530074365437,0.003427004907280207,0.0001366412179777399,0.007239431608468294,-0.01193380542099476,-0.005638784728944302,0.02295983396470547,-0.003515442600473762,-0.0138398464769125,-0.004265238996595144,0.008152498863637447,0.004660142119973898,0.01541606057435274,0.007255151402205229,0.0002667286025825888,0.002667083404958248,0.01090570073574781,-0.002368113491684198,0.0,0.002373734721913934,0.009472453966736794,0.001694216742180288,-0.007806381210684776,-0.39,0.02,-1.05,0.009,81481,252,0.0395%,0.0004,0.6428,0.1558,0.2075,1.8765%,1.9806%,10.2385%,0.5031%,15
"Telsey Advisory Group Upgrades Dollar Tree to Outperform, Raises Price Target to $117",2019-03-20,DLTR,2019-03-20 11:40:00+00:00,DOLLAR TREE INC,81481.0,25674610,0.0003948367957491428,0.0005920591065660119,0.0007893619580472411,0.006018752914453085,0.028317738298268225,0.0331524484800656,0.07992105214980927,0.08840650519714233,0.0027714420575648546,0.014520297778826796,0.006557337954792741,-0.01112737322609969,0.06117101218788523,0.02811038101420338,0.1748810572213655,-0.008214132860302925,0.01001870166510344,-0.0019838847219944,-0.007686215918511152,-0.003739300183951855,-0.007506669964641333,0.00621284544467926,0.006845666095614433,-0.004266093485057354,-0.001205033622682095,0.006434340961277485,0.03803547844290733,-0.004371256567537785,-0.0006457005511038005,-0.01860708743333817,-0.0102698989212513,0.009977384470403194,-0.002766057616099715,0.006340025924146175,-0.009450075216591358,-0.01338282879441977,-0.01839917711913586,0.0005472830380313098,-0.003828781424090266,0.01194238569587469,-0.007596277166157961,0.01599231921136379,0.003094251500442624,0.001877674250863492,-0.01833996176719666,-0.006000305991619825,0.003429825883358717,-0.01558653824031353,-0.004027790389955044,0.01031931210309267,0.004968952853232622,0.005081757437437773,0.006559215020388365,0.01805585250258446,-0.006534176412969828,-0.002416111528873444,-0.003767475485801697,0.005537493620067835,-0.006312876008450985,0.002297893399372697,0.002400558441877365,0.007964632473886013,-0.00947676319628954,-0.01239722687751055,-0.02019379660487175,0.001253362628631294,0.006119538098573685,0.008155985735356808,0.007678562309592962,0.0008165082545019686,-0.0150917824357748,0.006626114249229431,-0.01042230520397425,-0.01094790548086166,-0.007566216867417097,-0.39,0.02,-1.05,0.009,81481,252,0.0395%,0.0004,0.6428,0.1558,0.2075,1.8765%,1.9806%,10.2385%,0.5031%,13
Fromhertz's iShares MSCI EAFE Index Fund Trade,2019-03-20,EFA,2019-03-20 11:26:00+00:00,ISHARES TRUST,89129.0,46428746,0.0004574379127006978,-0.0006096771103329957,-0.01981409847832971,-0.01844229595495306,-0.013107766489128592,0.009297373064607983,0.010211830978470449,-0.006858662399386817,0.001986323855817318,0.005519788694264394,0.0164290961177207,0.025007851929650604,0.017690866152086482,0.04277313526732196,0.11492693392059827,-0.1174556389451027,-0.01441501267254353,0.0204081442207098,-0.02999997138977051,-3.441092849243432e-05,0.2027904987335205,-0.005714280065149069,0.01436780206859112,0.175637423992157,0.0602409616112709,-0.01363635063171387,0.009446978569030762,0.216594323515892,-0.02812434919178486,-0.05038604140281677,0.1587720364332199,0.08421052992343903,-0.02103554084897041,0.02809910662472248,0.008038615807890892,0.07161082327365875,-0.06384877115488052,-0.03497612103819847,-0.04777593910694122,-0.08823533356189728,-0.1024667844176292,0.07188163697719574,0.03550292178988457,-0.09333328902721405,-0.01491598691791296,-0.02324593812227249,-0.08515281230211258,0.02863959036767483,-0.02786543406546116,0.0167307835072279,-0.06807515770196915,0.02267000265419483,0.04187193885445595,0.0589124970138073,0.04049837216734886,0.05780363827943802,-0.0093306303024292,-0.05814904347062111,0.002173962770029902,0.004316668957471848,-0.02805675752460957,0.03111108206212521,-0.03232760727405548,-0.02227169461548328,0.01275631785392761,-0.02386416494846344,0.01384826377034187,-0.002500035567209125,-0.05443146824836731,0.02407165244221687,-0.03011759556829929,0.1984473019838333,-0.01821865327656269,-0.06597931683063507,-0.01986758224666119,-0.39,0.02,-1.05,0.009,89129,252,0.0457%,-0.0002,0.7038,0.0459,0.1823,0.4515%,0.8279%,70.2566%,0.5112%,7
Ellington Financial S-3 Shows Registration For $500M Mixed Securities Offering,2019-03-20,EFC,2019-03-20 21:21:00+00:00,ELLINGTON FINANCIAL INC,12329.0,28852N10,-0.001123514142818749,0.00393699062988162,0.009561308665672508,0.01181097157162081,0.008436423525012726,0.01694373889995693,0.028232670421994843,0.03526020037523647,-0.003917268943041563,-0.0005614949383215828,0.002252196726693745,0.018889521606771265,0.027713600346707334,0.09740335693557123,0.21511288495698389,0.01167969964444637,-0.01539310999214649,-0.0290340855717659,0.04600351676344872,-0.02528867311775684,0.04117312654852867,-0.003250241978093982,-0.01141299400478601,-0.01044532842934132,-0.008888880722224712,-0.002242203801870346,-0.006179702468216419,0.0084793446585536,0.005044851452112198,0.001115474500693381,0.03119773976504803,0.03025388717651367,0.01153650879859924,-0.006739298347383738,-0.02505216747522354,-0.002676720730960369,0.008051612414419651,-0.009584680199623108,-0.001075293403118849,0.002152901841327548,0.05585386604070663,0.004577830899506807,0.06278479844331741,0.07003331929445267,0.03250229358673096,-0.02544200606644154,0.01061945874243975,-0.006129570305347443,-0.02114543691277504,0.006750743836164474,-0.01832819543778896,-0.01821492053568363,0.01808911375701427,0.04054666683077812,-0.002189108403399587,0.01535754557698965,-0.003889375831931829,-0.01691971346735954,0.0136804711073637,0.05572488903999329,0.004536107648164034,0.007799615152180195,-0.005702623166143894,-0.1376485377550125,0.008076013065874577,0.005183817818760872,0.0262540765106678,0.003197793383151293,-0.01229501608759165,0.142461970448494,0.02138816565275192,-0.005136276595294476,0.009928514249622822,0.04994103312492371,-0.04269667714834213,-0.39,0.02,-1.05,0.009,12329,252,-0.1124%,0.0011,0.2276,0.0791,0.1193,0.6622%,0.6978%,9.9628%,0.0896%,10
Enanta Pharma shares are trading lower after the company announced a 1.6M share common stock offering at $97 per share.,2019-03-20,ENTA,2019-03-20 12:38:00+00:00,ENANTA PHARMACEUTICALS INC,13825.0,29251M10,-0.06446944922208786,0.08118042867595276,0.05459926220199929,0.03179279388284617,0.099740121352069,0.11200837019586429,-0.0655669017573518,-0.002338125395053625,0.048155091394868954,0.036838828059968076,0.04519215387045028,0.045931373285195365,0.024343293243630715,-0.10355986539915407,-0.1845242105987086,0.01607231050729752,0.005931826308369637,-0.007125329691916704,-0.003959412220865488,0.001242217025719583,-0.02357321977615356,0.01651846431195736,-0.006750011350959539,-0.01208153925836086,-0.01757958345115185,0.003371297847479582,-0.01292323600500822,-0.05263153836131096,0.004422328434884548,0.008255344815552235,-0.01337330415844917,0.02876893617212772,-0.03199781477451324,-0.01444445736706257,0.004791487939655781,-0.01661994867026806,0.01528254803270102,0.00994042307138443,-0.0005624425248242915,-0.009003930725157261,-0.007382229436188936,0.03003430366516113,0.006942516192793846,0.009928313083946705,-0.01037676818668842,0.009933685883879662,-0.01366120297461748,-0.001385020441375673,0.02773925103247166,-0.02078273892402649,0.007717822678387165,0.02188181690871716,0.00856530200690031,0.009554156102240086,-0.013144058175385,-0.007991455495357513,0.008055833168327808,-0.01971235126256943,-0.03342390060424805,-0.01349450554698706,0.003134813625365496,0.01107952743768692,0.007867343723773956,0.01784219220280647,0.003560697659850121,-0.0193777047097683,0.0005566506297327578,-0.01808070950210094,0.007365499623119831,0.02615298889577389,0.009591626934707165,0.001357199740596116,0.0,-0.001084329560399055,0.02496613375842571,-0.39,0.02,-1.05,0.009,13825,252,-6.4469%,0.0009,1.462,1.5497,0.1042,2.7417%,3.2530%,28.9623%,-5.9068%,20
"Boeing Names Marc Allen Pres Of Embraer Partnership, Group Operations; Michael Arthur Pres Of Boeing Int'l.; John Slattery Pres, CEO Of Commercial Aviation, Services JV Between Co., Embraer",2019-03-20,ERJ,2019-03-20 12:20:00+00:00,EMBRAER S A,88392.0,29082A10,-0.004368939436972141,-0.014139488339424133,-0.06484641328600504,-0.05899566077206542,-0.08971234375972403,-0.0682593683978081,-0.03022919842962657,-0.06387125422335604,-0.010091258212924004,0.009309188792993695,0.05803806560555813,0.045154813077237455,0.007334943961095242,-0.025082763157132204,-0.03150230473722515,-0.04110736399888992,0.01498244795948267,-0.0215494018048048,0.00825900211930275,-0.005897782277315855,-0.0001098056163755246,-0.01560274418443441,0.01328276004642248,0.005728180985897779,0.004956148099154234,0.005252252332866192,-0.01600088365375996,0.00630530621856451,-0.02242498472332954,0.01855393499135971,-0.04415985941886902,0.004735458642244339,0.0001149802992586046,-0.008045941591262817,-0.001042919582687318,0.001159940497018397,0.01251305639743805,0.0002289080293849111,-0.0002288556424900889,-0.01773661747574806,0.006523825693875551,-0.01076389197260141,0.01497600041329861,0.02559079229831696,0.00696858623996377,0.007032089401036501,-0.008423876017332077,-0.006036227568984032,-0.0032613689545542,-0.002595009980723262,0.002375555224716663,-0.008238385431468487,0.0287893321365118,0.01504250522702932,0.002397310920059681,0.002935148077085614,0.003902022494003177,-0.001187655027024448,-0.01686309836804867,0.01275430154055357,0.01443927735090256,-0.001177232479676604,0.02882240153849125,0.01322645600885153,0.001644526957534254,0.01272453088313341,-0.001722624292597175,-0.03207466751337051,-0.03020131401717663,0.04790225252509117,-0.0003096316941082478,-0.01950866542756557,0.002421343000605702,-0.007141360081732273,-0.01301040127873421,-0.39,0.02,-1.05,0.009,88392,252,-0.4369%,-0.0005,0.7227,0.4911,0.3851,2.0851%,2.2095%,10.9459%,0.2340%,28
UK Prime Minister May Says 'Now I am determined to get on with Brexit',2019-03-20,EWU,2019-03-20 20:42:00+00:00,ISHARES TRUST,14907.0,46435G33,-0.003860922530293465,-0.001788949710316956,-0.017292839283664208,-0.018783573810677634,-0.011627889051868956,0.008944520049967153,-0.005963052495339571,-0.0316040953234179,0.002083324361592531,0.007480550779718653,0.0181432863115234,0.03568132559653181,0.028719786414628246,0.06248020095444118,0.15943515998287228,0.02720670029520988,0.007063027936965227,0.008766780607402325,-0.01448435708880424,-0.003527305321767926,0.002949807327240705,-0.002352995099499822,0.002358544617891312,0.0,0.009411755949258804,0.02389276586472988,-0.002845716429874301,0.0011415786575526,-0.00855196826159954,-0.002300115535035729,0.00979827530682087,0.007420043461024761,-0.0005665852222591639,-0.003968236967921257,0.03130342438817024,-0.009381902404129505,-0.005571051500737667,0.006162391975522041,0.007238367106765509,-0.0005528042674995959,0.02157076261937618,-0.02788300067186356,-0.007250477559864521,-0.013483134098351,0.005694782827049494,0.01245749276131392,-0.01062632165849209,-0.00282652024179697,-0.007369567174464464,-0.01027985755354166,-0.001731141819618642,0.005202321335673332,0.00230022519826889,0.0005737366154789925,-0.01720190048217773,0.007584659848362207,0.01042271591722965,-0.0005730789853259921,0.0,-0.003440445521846414,-0.00863058865070343,-0.01102719828486443,0.0005867559229955077,0.009970678947865963,-0.0005807334091514349,-0.004648455884307623,0.002043301705271006,0.02767249941825867,-0.0238095298409462,-0.022648049518466,0.002970840083435178,-0.01658760569989681,-0.01807235740125179,-0.01042945310473442,0.01735900156199932,-0.39,0.02,-1.05,0.009,14907,252,-0.3861%,0.0,0.6508,0.0407,0.2649,0.5867%,0.8589%,53.3426%,0.1386%,14
"UK Prime Minister May Says 'I am not prepared to delay Brexit any further than Jun. 30, 2019'",2019-03-20,EWU,2019-03-20 20:41:00+00:00,ISHARES TRUST,14907.0,46435G33,-0.003860922530293465,-0.001788949710316956,-0.017292839283664208,-0.018783573810677634,-0.011627889051868956,0.008944520049967153,-0.005963052495339571,-0.0316040953234179,0.002083324361592531,0.007480550779718653,0.0181432863115234,0.03568132559653181,0.028719786414628246,0.06248020095444118,0.15943515998287228,-0.06235819309949875,0.02720670029520988,0.007063027936965227,0.008766780607402325,-0.01448435708880424,-0.003527305321767926,0.002949807327240705,-0.002352995099499822,0.002358544617891312,0.0,0.009411755949258804,0.02389276586472988,-0.002845716429874301,0.0011415786575526,-0.00855196826159954,-0.002300115535035729,0.00979827530682087,0.007420043461024761,-0.0005665852222591639,-0.003968236967921257,0.03130342438817024,-0.009381902404129505,-0.005571051500737667,0.006162391975522041,0.007238367106765509,-0.0005528042674995959,0.02157076261937618,-0.02788300067186356,-0.007250477559864521,-0.013483134098351,0.005694782827049494,0.01245749276131392,-0.01062632165849209,-0.00282652024179697,-0.007369567174464464,-0.01027985755354166,-0.001731141819618642,0.005202321335673332,0.00230022519826889,0.0005737366154789925,-0.01720190048217773,0.007584659848362207,0.01042271591722965,-0.0005730789853259921,0.0,-0.003440445521846414,-0.00863058865070343,-0.01102719828486443,0.0005867559229955077,0.009970678947865963,-0.0005807334091514349,-0.004648455884307623,0.002043301705271006,0.02767249941825867,-0.0238095298409462,-0.022648049518466,0.002970840083435178,-0.01658760569989681,-0.01807235740125179,-0.01042945310473442,-0.39,0.02,-1.05,0.009,14907,252,-0.3861%,0.0,0.6508,0.0407,0.2649,0.5867%,0.8589%,53.3426%,0.1386%,18
