"headline","headline.type","magnitude","confidence","custom_id","company_name","prompt_type","explanation","input_tokens","output_tokens","headline.type.num","date","permno","ret_fd1","ret_fd5","ret_fd10","ret_ld1","ret_ld2","ret_ld3","ret","exret","b_mkt","mkt.rf","smb","hml","rf","sum_exret_1","sum_exret_5","sum_exret_10"
"Canopy Growth's Bruce Linton Talks Martha Stewart, Constellation Brands: 'Good Science Leads To Great Products'","positive",0.7,0.8,16763,"CONSTELLATION BRANDS INC",0,NA,125,29,2,"2019-03-07",69796,-0.864946842193604,1.77165429612753,1.0439036604138,-0.841944012790918,-2.67831403211711,-3.41980043845447,0.9515,1.4828,0.6525,-0.82,-0.07,-0.33,0.009,0.7524,1.8415,0.1308
"Canopy Growth's Q3 Revenue Jumps 283% Year-Over-Year","positive",0.7,0.8,30958,"CONSTELLATION BRANDS INC",0,NA,118,24,2,"2019-02-15",69796,-0.108628685120493,-4.43657299302953,-2.44697217874267,-0.463464856147766,1.17483082939627,0.688778294227688,0.5461,-0.203,0.6572,1.13,0.25,0.47,0.01,-0.4465,-5.1888,-3.0331
"Chubb, Lennar And More: 'Fast Money' Picks For May 20","neutral",0.05,0.7,34850,"LENNAR CORP",0,NA,117,29,1,"2019-05-20",52708,0.926461163908243,-0.965064489839196,-0.791352565375647,-0.987698044627905,0.396830908496448,0.720381198918041,-2.4845,-2.01,0.7493,-0.65,-0.23,0.72,0.009,-1.7669,-1.9161,-1.7477
"Citigroup Maintains Neutral on McCormick & Co, Raises Price Target to $166","neutral",0.1,0.8,7918,"MCCORMICK & CO INC",0,NA,120,29,1,"2019-06-28",52090,0.445134146139026,3.38936785809063,3.50590449040364,3.47871594130993,1.81592429663,1.11579692191619,-0.5517,-0.8283,0.3896,0.68,0.64,0.61,0.009,-0.6844,2.1386,1.7518
"Compass Point Upgrades Federal Agricultural to Buy, Raises Price Target to $86","positive",0.8,0.9,13550,"FEDERAL AGRICULTURAL MORT CORP",0,NA,125,29,2,"2019-02-22",80169,0.0246719835558906,1.36952560787296,-5.61382235971105,-2.08902079612017,-2.27582207342022,-1.06236787107856,13.0247,12.536,0.7707,0.65,0.55,-1.47,0.01,12.4351,13.5029,8.4444
"Constellation Brads Sees High Single Digit Sales Growth For A Long Time To Come In Beer Business","positive",0.8,0.9,9142,"CONSTELLATION BRANDS INC",0,NA,122,29,2,"2019-02-20",69796,-0.79650366678834,1.35944690599934,-0.55096316537615,-0.108628685120493,0.436878875010827,-0.0286107611865538,-4.4299,-4.5643,0.6517,0.19,0.21,0.55,0.01,-5.1297,-3.4583,-4.636
"Constellation Brands 8-K Highlights Canopy Growth's Recent Q2 Results","neutral",0.1,0.7,43758,"CONSTELLATION BRANDS INC",0,NA,117,29,1,"2019-11-22",69796,1.29676973447204,2.68182355804885,0.0275925097390272,0.414292607456446,3.13328790043483,6.71279394792716,-2.8988,-3.0842,0.7425,0.24,0.06,0.22,0.006,-2.4765,-0.6538,-3.7567
"Constellation Brands 8-K Shows Co. Gallo Each Received Request For Added Info, Documentary Material From FTC Related To Deal","neutral",0.15,0.7,35314,"CONSTELLATION BRANDS INC",0,NA,127,29,1,"2019-05-20",69796,0.96035310998559,-4.33883132322886,-9.16523027813855,-0.971958320587874,-0.0975717290618072,-0.262995488300943,-0.8496,-0.3808,0.7361,-0.65,-0.23,0.72,0.009,-0.0919,-3.7198,-8.6777
"Constellation Brands Analysts Bullish After Q1 Print","positive",0.8,0.9,28608,"CONSTELLATION BRANDS INC",0,NA,112,29,2,"2019-07-01",69796,1.31062641739845,0.994439805532776,0.912850499722717,4.6384334564209,6.44254573569238,7.09081521751134,-0.4316,-1.0339,0.7865,0.75,-0.54,-0.13,0.009,0.1576,-0.3865,-1.0823
"Constellation Brands Announces Garth Hankinson EVP and CFO","positive",0.7,0.8,7224,"CONSTELLATION BRANDS INC",0,NA,113,29,2,"2019-12-09",69796,-0.187571905553341,0.893691835234467,3.73475424771765,0.652190670371056,-0.347278429495001,-0.455315505430531,-1.2959,-1.0667,0.7244,-0.33,0.37,0.11,0.007,-1.2033,-1.5058,0.5
"Constellation Brands Beats Q3 Earnings Estimates, But Stock Sinks On Canopy Growth-Related Guidance Cut","negative",0.7,0.85,9302,"CONSTELLATION BRANDS INC",0,NA,123,29,0,"2019-01-09",69796,5.95600232481956,5.92288468667836,9.17582519340805,1.30496192723513,3.43296199845413,6.64603319744799,-12.4173,-12.8117,0.6641,0.56,0.46,0.1,0.01,-7.1446,-7.6965,-5.2764
"Constellation Brands CEO Defends Stock, Tells Cramer Sell-Off Was 'Total Overreaction'","positive",0.6,0.8,25542,"CONSTELLATION BRANDS INC",0,NA,121,29,2,"2019-01-10",69796,-0.45018820092082,0.268872629577288,4.2956360461017,-12.4173112213612,-11.2743904779511,-9.41063079836614,5.956,5.6671,0.6709,0.42,0.03,-0.46,0.01,5.2136,4.9034,8.1448
"Constellation Brands CEO Says Working Closely With Canopy Growth On A Focused Long-Term Strategy","positive",0.7,0.8,17570,"CONSTELLATION BRANDS INC",0,NA,121,29,2,"2019-04-04",69796,0.966312922537327,-0.146251641715378,3.83912578502661,1.68637633323669,1.18250246220464,2.48673963136987,6.5446,6.3988,0.7193,0.19,0.21,0.93,0.01,6.9811,5.9044,9.4922
"Constellation Brands Earlier Gave Guidance: Sees FY20 Adj. EPS $8.65-$8.95 vs $8.57 Estimate","positive",0.7,0.825,8278,"CONSTELLATION BRANDS INC",0,NA,131,29,2,"2019-06-28",69796,-0.431606639176607,1.60455143133489,0.837815489865479,1.72413922846317,2.34367209072543,3.83427806355232,4.6384,4.1009,0.7911,0.68,0.64,0.61,0.009,3.067,4.8946,3.1318
"Constellation Brands Executive At CAGNY Says Estimates Cannabis Market To Be Worth Over $200B Over Next Decade","positive",0.7,0.85,9126,"CONSTELLATION BRANDS INC",0,NA,125,29,2,"2019-02-20",69796,-0.79650366678834,1.35944690599934,-0.55096316537615,-0.108628685120493,0.436878875010827,-0.0286107611865538,-4.4299,-4.5643,0.6517,0.19,0.21,0.55,0.01,-5.1297,-3.4583,-4.636
"Constellation Brands Expands Partnership With MicroStar: MicroStar To Be Co.'s New Keg Solutions Provider","positive",0.7,0.85,30942,"CONSTELLATION BRANDS INC",0,NA,124,29,2,"2019-02-15",69796,-0.108628685120493,-4.43657299302953,-2.44697217874267,-0.463464856147766,1.17483082939627,0.688778294227688,0.5461,-0.203,0.6572,1.13,0.25,0.47,0.01,-0.4465,-5.1888,-3.0331
"Constellation Brands Expects Canopy Q3 Results To Have $0.10 Cost On EPS In The Fourth Quarter","negative",0.6,0.8,9078,"CONSTELLATION BRANDS INC",0,NA,125,29,0,"2019-02-20",69796,-0.79650366678834,1.35944690599934,-0.55096316537615,-0.108628685120493,0.436878875010827,-0.0286107611865538,-4.4299,-4.5643,0.6517,0.19,0.21,0.55,0.01,-5.1297,-3.4583,-4.636
"Constellation Brands Inc Exec Says New Hard Seltzer To Be Introduced In Four Flavors & Will Contain 90 Calories, 0 Carbs And 0 Sugars","positive",0.7,0.85,10127,"CONSTELLATION BRANDS INC",0,NA,138,29,2,"2019-10-03",69796,-0.267676846124232,-0.797893480397471,1.55976462277914,-1.25113902613521,-0.236397844485325,0.383491908282774,-6.0593,-6.666,0.7319,0.8,-0.22,-0.89,0.007,-7.958,-8.0957,-7.401
"Constellation Brands Made The Right Move With Early Cannabis Investment, Wells Fargo Says","positive",0.8,0.9,23622,"CONSTELLATION BRANDS INC",0,NA,117,29,2,"2019-02-13",69796,-0.463464856147766,-5.21829282453794,-3.20993341245731,-0.480408547446132,-1.45163437853887,-0.789172994721099,1.6459,1.4525,0.654,0.28,0.07,0.07,0.01,1.1164,-4.4598,-2.651
"Constellation Brands Option Alert: Fri $185 Calls Sweep (34) near the Ask: 523 @ $1.45 vs 591 OI; Earnings 6/28 Before Open Ref=$183.86","positive",0.65,0.775,15286,"CONSTELLATION BRANDS INC",0,NA,145,29,2,"2019-06-04",69796,1.38798393309116,5.70375413449844,-1.33918943366189,0.442050909623504,-5.3713482109817,-6.17787115671545,4.0682,2.2849,0.7869,2.33,0.42,-0.03,0.009,3.1131,5.7405,-2.0979
"Constellation Brands Projects 10-Cent Hit To Earnings From Canopy Growth Investment","negative",0.6,0.8,9062,"CONSTELLATION BRANDS INC",0,NA,118,29,0,"2019-02-20",69796,-0.79650366678834,1.35944690599934,-0.55096316537615,-0.108628685120493,0.436878875010827,-0.0286107611865538,-4.4299,-4.5643,0.6517,0.19,0.21,0.55,0.01,-5.1297,-3.4583,-4.636
"Constellation Brands Q1 Adj. EPS $2.2 Beats $2.06 Estimate, Sales $2.097B Beat $2.06B Estimate","positive",0.8,0.9,8294,"CONSTELLATION BRANDS INC",0,NA,134,29,2,"2019-06-28",69796,-0.431606639176607,1.60455143133489,0.837815489865479,1.72413922846317,2.34367209072543,3.83427806355232,4.6384,4.1009,0.7911,0.68,0.64,0.61,0.009,3.067,4.8946,3.1318
"Constellation Brands Q1 Earnings Preview","neutral",0.1,0.7,5974,"CONSTELLATION BRANDS INC",0,NA,109,24,1,"2019-06-27",69796,4.6384334564209,4.93066177013506,6.05175023011377,0.609032297506928,2.07437374363029,0.702121900122377,1.7241,1.258,0.7772,0.6,1.42,-0.09,0.009,5.3589,4.3815,4.8732
"Constellation Brands Q2 Adj. EPS Excluding Canopy $2.91 Beats $2.6 Estimate, Sales $2.34B Inline","positive",0.7,0.85,10191,"CONSTELLATION BRANDS INC",0,NA,132,29,2,"2019-10-03",69796,-0.267676846124232,-0.797893480397471,1.55976462277914,-1.25113902613521,-0.236397844485325,0.383491908282774,-6.0593,-6.666,0.7319,0.8,-0.22,-0.89,0.007,-7.958,-8.0957,-7.401
"Constellation Brands Q2 Earnings Outlook","neutral",0.1,0.7,25559,"CONSTELLATION BRANDS INC",0,NA,109,24,1,"2019-10-02",69796,-6.05928674340248,-7.41331154784334,-4.01856851520185,1.02759785950184,1.65534155867439,1.62080660343582,-1.2511,0.0379,0.7496,-1.73,0.9,-0.36,0.007,-6.6281,-8.2645,-6.4844
"Constellation Brands Q3 Comparable EPS $2.37 May Not Compare To $2.06 Estimate; Sees FY19 Comparable EPS $9.20-$9.30 vs $9.43 Estimate","negative",0.6,0.8,9382,"CONSTELLATION BRANDS INC",0,NA,143,29,0,"2019-01-09",69796,5.95600232481956,5.92288468667836,9.17582519340805,1.30496192723513,3.43296199845413,6.64603319744799,-12.4173,-12.8117,0.6641,0.56,0.46,0.1,0.01,-7.1446,-7.6965,-5.2764
"Constellation Brands Q3 EPS $2.37 Beats $2.06 Estimate, Sales $1.973B Beat $1.91B Estimate","positive",0.8,0.9,9334,"CONSTELLATION BRANDS INC",0,NA,132,29,2,"2019-01-09",69796,5.95600232481956,5.92288468667836,9.17582519340805,1.30496192723513,3.43296199845413,6.64603319744799,-12.4173,-12.8117,0.6641,0.56,0.46,0.1,0.01,-7.1446,-7.6965,-5.2764
"Constellation Brands Q3 Sales $1.97B vs $1.91B Estimate","positive",0.75,0.9,9366,"CONSTELLATION BRANDS INC",0,NA,120,29,2,"2019-01-09",69796,5.95600232481956,5.92288468667836,9.17582519340805,1.30496192723513,3.43296199845413,6.64603319744799,-12.4173,-12.8117,0.6641,0.56,0.46,0.1,0.01,-7.1446,-7.6965,-5.2764
"Constellation Brands Q4 Adj. EPS $1.84 vs $1.72 Estimate, Sales $1.797B vs $1.73B Est.","positive",0.8,0.9,17618,"CONSTELLATION BRANDS INC",0,NA,134,29,2,"2019-04-04",69796,0.966312922537327,-0.146251641715378,3.83912578502661,1.68637633323669,1.18250246220464,2.48673963136987,6.5446,6.3988,0.7193,0.19,0.21,0.93,0.01,6.9811,5.9044,9.4922
"Constellation Brands Raises FY20 Adj. EPS Guidance From $8.65-$8.95 To $9-$9.20, Operating Cash Flow To ~$2.2B","positive",0.8,0.9,10175,"CONSTELLATION BRANDS INC",0,NA,138,29,2,"2019-10-03",69796,-0.267676846124232,-0.797893480397471,1.55976462277914,-1.25113902613521,-0.236397844485325,0.383491908282774,-6.0593,-6.666,0.7319,0.8,-0.22,-0.89,0.007,-7.958,-8.0957,-7.401
"Constellation Brands Reports Deal Whereby Heaven Hill Brands Will Divest Black Velvet Canadian Whisky For Cash Proceeds $266M","neutral",0.2,0.7,15290,"CONSTELLATION BRANDS INC",0,NA,126,29,1,"2019-08-12",69796,1.80263947695494,4.53250435001009,4.864024317633,0.460519222542643,3.18345573805281,3.71814283134604,-0.1803,0.8788,0.8033,-1.32,0.28,-0.27,0.007,1.4936,4.2977,5.8706
"Constellation Brands Reports Purchase Of Majority Stake In Nelson's Green Brier Distillery, No Terms Disclosed","positive",0.7,0.8,20346,"CONSTELLATION BRANDS INC",0,NA,123,29,2,"2019-05-02",69796,1.090282574296,-3.09869732385605,-0.742039086349633,0.198421208187938,-0.21172342415533,-0.0329974147509015,-1.4003,-1.2944,0.7209,-0.16,0.45,-0.27,0.009,-1.0277,-3.4011,-1.0755
"Constellation Brands Reports Revised Wine And Spirits Deal With E. & J. Gallo Related To FTC Review","neutral",0.1,0.7,23336,"CONSTELLATION BRANDS INC",0,NA,123,29,1,"2019-12-12",69796,1.26258656382561,3.35392090625446,5.25057173380874,0.381364324130118,0.193077086246896,-1.10536285668219,-1.0076,-1.6674,0.7235,0.9,-0.14,1.14,0.007,-0.3901,0.7591,1.8914
"Constellation Brands Says Equity Losses From Canopy Growth of $75.7M Will be Recognized in the Quarter Ending August 31","negative",0.7,0.85,40866,"CONSTELLATION BRANDS INC",0,NA,130,29,0,"2019-08-26",69796,-2.09938753396273,2.91938500750755,2.83540283815324,-1.56203964725137,-2.139517653053,-1.96068816490795,1.9798,1.124,0.7905,1.08,-0.02,-0.17,0.007,-0.6187,3.4534,1.2366
"Constellation Brands Sees FY19 EPS $9.20-$9.30 vs $9.43 Est.","negative",0.6,0.8,9318,"CONSTELLATION BRANDS INC",0,NA,124,29,0,"2019-01-09",69796,5.95600232481956,5.92288468667836,9.17582519340805,1.30496192723513,3.43296199845413,6.64603319744799,-12.4173,-12.8117,0.6641,0.56,0.46,0.1,0.01,-7.1446,-7.6965,-5.2764
"Constellation Brands Sees FY20 Comparable EPS $8.50-$8.80","positive",0.7,0.8,17602,"CONSTELLATION BRANDS INC",0,NA,119,29,2,"2019-04-04",69796,0.966312922537327,-0.146251641715378,3.83912578502661,1.68637633323669,1.18250246220464,2.48673963136987,6.5446,6.3988,0.7193,0.19,0.21,0.93,0.01,6.9811,5.9044,9.4922
"Constellation Brands Sells Black Velvet Whisky Brand","negative",0.6,0.8,13914,"CONSTELLATION BRANDS INC",0,NA,111,29,0,"2019-08-13",69796,-1.6129843890667,3.02752604600969,0.844656475470607,-0.180268276017159,0.27942077646228,2.99744870125889,1.8026,0.6148,0.8063,1.47,-0.17,-0.53,0.007,1.3735,4.3435,3.2491
"Constellation Brands To Reposition Its Wine, Spirits Business: Signs Deal With E. & J. Gallo Winery To Divest ~30 Brands From Wine, Spirits Portfolio","negative",0.6,0.8,39026,"CONSTELLATION BRANDS INC",0,NA,136,29,0,"2019-04-03",69796,6.54460117220879,5.79331238868943,6.61695072503925,-0.495517579838633,0.787089998674273,2.4405836267243,1.6864,1.4866,0.7146,0.27,0.22,-0.4,0.01,7.8854,6.8381,7.2996
"Constellation Brands Trades Higher On Q1 Earnings","positive",0.8,0.9,8262,"CONSTELLATION BRANDS INC",0,NA,111,29,2,"2019-06-28",69796,-0.431606639176607,1.60455143133489,0.837815489865479,1.72413922846317,2.34367209072543,3.83427806355232,4.6384,4.1009,0.7911,0.68,0.64,0.61,0.009,3.067,4.8946,3.1318
"Constellation Brands Trades Lower On Q2 Earnings, Expects Wine And Spirit Losses In 2020","negative",0.8,0.9,10143,"CONSTELLATION BRANDS INC",0,NA,123,29,0,"2019-10-03",69796,-0.267676846124232,-0.797893480397471,1.55976462277914,-1.25113902613521,-0.236397844485325,0.383491908282774,-6.0593,-6.666,0.7319,0.8,-0.22,-0.89,0.007,-7.958,-8.0957,-7.401
"Constellation Brands shares are trading higher after Guggenheim and Goldman Sachs upgraded the company's stock.","positive",0.8,0.9,25558,"CONSTELLATION BRANDS INC",0,NA,120,29,2,"2019-01-10",69796,-0.45018820092082,0.268872629577288,4.2956360461017,-12.4173112213612,-11.2743904779511,-9.41063079836614,5.956,5.6671,0.6709,0.42,0.03,-0.46,0.01,5.2136,4.9034,8.1448
"Constellation Brands shares are trading higher after the company reported better-than-expected Q4 EPS and sales; the company also provided FY20 EPS guidance of $8.50-$8.80.","positive",0.8,0.9,17586,"CONSTELLATION BRANDS INC",0,NA,140,29,2,"2019-04-04",69796,0.966312922537327,-0.146251641715378,3.83912578502661,1.68637633323669,1.18250246220464,2.48673963136987,6.5446,6.3988,0.7193,0.19,0.21,0.93,0.01,6.9811,5.9044,9.4922
"Constellation Brands shares are trading higher. Not seeing any news to justify the price action.","neutral",0.1,0.8,34566,"CONSTELLATION BRANDS INC",0,NA,119,29,1,"2019-11-19",69796,2.70777717232704,1.71308048242442,1.84017808353942,-2.649593539536,-4.35852645817413,-4.95625004749249,3.4708,3.4497,0.7533,0.02,0.58,-0.94,0.006,6.4001,4.556,5.3242
"Constellation Brands shares are trading lower after Morgan Stanley downgraded the stock from Overweight to Equal-Weight and lowered the price target from $230 to $220.","negative",0.75,0.9,44186,"CONSTELLATION BRANDS INC",0,NA,135,29,0,"2019-05-24",69796,-2.2347429767251,-10.7962541157775,-3.38231652996571,0.604969263076782,0.590247183115467,1.5562687502807,-3.6516,-3.828,0.7241,0.23,0.5,0.31,0.009,-5.507,-12.7498,-8.6587
"Constellation Brands shares are trading lower after the company reported Q2 sales in-line with analyst estimates. Investors could have expected better earnings results.","negative",0.7,0.85,10159,"CONSTELLATION BRANDS INC",0,NA,129,29,0,"2019-10-03",69796,-0.267676846124232,-0.797893480397471,1.55976462277914,-1.25113902613521,-0.236397844485325,0.383491908282774,-6.0593,-6.666,0.7319,0.8,-0.22,-0.89,0.007,-7.958,-8.0957,-7.401
"Constellation Brands shares are trading lower after the company reported worse than expected 2019 EPS earnings expectations.","negative",0.8,0.9,9350,"CONSTELLATION BRANDS INC",0,NA,122,29,0,"2019-01-09",69796,5.95600232481956,5.92288468667836,9.17582519340805,1.30496192723513,3.43296199845413,6.64603319744799,-12.4173,-12.8117,0.6641,0.56,0.46,0.1,0.01,-7.1446,-7.6965,-5.2764
"Constellation Brands shares trading higher after the company reported better-than-expected Q1 EPS and sales results and issued FY20 EPS guidance above analyst estimates.","positive",0.8,0.9,8246,"CONSTELLATION BRANDS INC",0,NA,131,29,2,"2019-06-28",69796,-0.431606639176607,1.60455143133489,0.837815489865479,1.72413922846317,2.34367209072543,3.83427806355232,4.6384,4.1009,0.7911,0.68,0.64,0.61,0.009,3.067,4.8946,3.1318
"Costellation Brands Q3 Press Release Out, PR Itself Does Not Contain Q3 Earnings Figures; PR Refers To Website, Though Website Does Not Appear Updated Yet","negative",0.6,0.8,9398,"CONSTELLATION BRANDS INC",0,NA,137,29,0,"2019-01-09",69796,5.95600232481956,5.92288468667836,9.17582519340805,1.30496192723513,3.43296199845413,6.64603319744799,-12.4173,-12.8117,0.6641,0.56,0.46,0.1,0.01,-7.1446,-7.6965,-5.2764
"Cowen & Co. Initiates Coverage On Heico with Market Perform Rating, Announces $95 Price Target","neutral",0.1,0.7,26875,"HEICO CORP NEW",0,NA,121,29,1,"2019-03-05",32678,-0.688371155411005,0.15297970145105,1.27841553712298,-0.703928805887699,-0.672148575995735,0.204493385110815,-1.6971,-1.5374,0.9927,-0.17,-0.31,-0.23,0.009,-1.4009,-1.2845,-1.6183
"Craft Brewer Kings & Convicts Brewing Co. to Acquire Ballast Point; Terms Not Disclosed","negative",0.7,0.8,8712,"CONSTELLATION BRANDS INC",0,NA,121,29,0,"2019-12-03",69796,-0.108413572888821,-1.92965079804106,-0.742593243186862,0.010751517402241,0.177659124824903,1.09747057186493,-0.8545,-0.3787,0.7348,-0.66,0.6,-0.83,0.007,-0.935,-3.2395,-3.4958
"Cramer On Cannabis: Innovative Industrial Won't 'Let You Sleep Soundly,' Constellation A Safer Bet","positive",0.7,0.8,12150,"CONSTELLATION BRANDS INC",0,NA,125,29,2,"2019-06-24",69796,1.45647106692195,8.18161891757836,9.25741999836454,-1.08216311782598,-0.320101807901718,0.96718928477868,-1.3444,-1.0873,0.7857,-0.34,-0.9,0.08,0.009,1.1302,6.1018,6.7492
"Credit Suisse Initiates Coverage On Constellation Brands with Outperform Rating, Announces $230 Price Target","positive",0.8,0.9,16779,"CONSTELLATION BRANDS INC",0,NA,122,29,2,"2019-03-07",69796,-0.864946842193604,1.77165429612753,1.0439036604138,-0.841944012790918,-2.67831403211711,-3.41980043845447,0.9515,1.4828,0.6525,-0.82,-0.07,-0.33,0.009,0.7524,1.8415,0.1308
"Credit Suisse Initiates Coverage On Molson Coors Brewing with Underperform Rating, Announces $50 Price Target","negative",0.75,0.9,26934,"MOLSON COORS BEVERAGE CO",0,NA,127,29,0,"2019-06-10",59248,-0.200951052829623,-1.97296632350312,1.31530405054399,-1.28226978704333,-0.783693783576844,-1.74197711921997,-3.9143,-4.1921,0.4996,0.53,-0.04,0.08,0.009,-4.3421,-6.2448,-3.8218
"Credit Suisse Maintains Neutral on McCormick & Co, Raises Price Target to $160","neutral",0.1,0.8,25239,"MCCORMICK & CO INC",0,NA,120,29,1,"2019-10-02",52090,1.58431492745876,1.34839861843221,-2.28771965104355,6.81381523609161,6.47320997111138,3.9539167387822,-1.3237,-0.7089,0.3638,-1.73,0.9,-0.36,0.007,0.5774,0.2279,-4.3508
"Credit Suisse Maintains Outperform on Constellation Brands, Lowers Price Target to $228","neutral",0.2,0.7,4327,"CONSTELLATION BRANDS INC",0,NA,121,29,1,"2019-10-04",69796,-2.58077830076218,-0.340664632423415,1.69298987283157,-6.05928674340248,-7.23461566838555,-6.28136056463522,-0.2677,-1.292,0.7268,1.39,-0.47,-0.07,0.007,-3.5818,-2.1603,-0.5184
"Credit Suisse Maintains Outperform on Constellation Brands, Raises Price Target to $233","positive",0.8,0.9,15736,"CONSTELLATION BRANDS INC",0,NA,120,29,2,"2019-12-13",69796,0.455894693732262,3.75700128318688,3.46588912217889,-1.00759929046035,-0.630077590554234,-0.816467647564512,1.2626,1.2773,0.72,-0.03,-0.27,-0.54,0.007,1.1934,3.732,3.4709
"Credit Suisse Maintains Outperform on Heico, Raises Price Target to $163","positive",0.8,0.9,16218,"HEICO CORP NEW",0,NA,116,29,2,"2019-08-29",32678,-0.877011846750975,-2.1171610326653,-13.9157230834665,-0.92350896447897,-0.36041323233228,1.33934443814161,1.5234,0.2281,0.9545,1.35,0.31,0.34,0.007,-0.6845,-3.4768,-17.237
"DA Davidson On Greif Also Notes 'Our stance is that cyclicals should be bought when they are out of favor, and the Caraustar deal actually de-risks Greif by lowering the emphasis on RIPS (which is highly international) and increasing exposure to NA Paper'","positive",0.7,0.8,39298,"GREIF INC",0,NA,152,29,2,"2019-08-30",83233,-4.85933274030685,4.12049109248169,12.6456443052764,13.234381377697,15.7761621077359,13.9390161837226,-3.905,-3.9517,1.3214,0.03,-0.38,0.23,0.007,-7.6704,-1.9682,4.6076
"DA Davidson Reiterates Buy, $53 Target On Greif As Firm Believes 'shares are undervalued (they are not alone), because packaging names in general are out of favor and GEF has the added burden of mixed reactions to the Caraustar deal'","positive",0.5,0.7,39314,"GREIF INC",0,NA,150,29,2,"2019-08-30",83233,-4.85933274030685,4.12049109248169,12.6456443052764,13.234381377697,15.7761621077359,13.9390161837226,-3.905,-3.9517,1.3214,0.03,-0.38,0.23,0.007,-7.6704,-1.9682,4.6076
