ID,MajorLLM,MajorTextLLM,ConfidenceLLM,ExplanationLLM,InputTokens,OutputTokens
393,2,"Civil Rights, Minority Issues, and Civil Liberties",0.85,"This bill focuses on protecting the privacy rights of individuals on the Internet, falling under Civil Rights, Minority Issues, and Civil Liberties.",280,50
394,16,"Space, Science, Technology, and Communications",0.98,,1636,15
395,19,Government Operations,0.95,,1548,15
396,16,"Space, Science, Technology, and Communications",0.95,,1667,15
397,16,"Space, Science, Technology, and Communications",0.85,,257,6
398,16,"Space, Science, Technology, and Communications",0.95,,259,18
399,16,"Space, Science, Technology, and Communications",0.95,,266,18
400,16,"Space, Science, Technology, and Communications",0.90,,278,18
401,16,"Space, Science, Technology, and Communications",0.95,,273,18
402,16,"Space, Science, Technology, and Communications",0.95,,275,18
403,16,"Space, Science, Technology, and Communications",0.95,"The bill focuses on regulating the privacy of personal information collected on the Internet, which falls under the domain of technology and communications.",277,48
404,16,"Space, Science, Technology, and Communications",0.95,"The bill focuses on regulating the privacy of personal information collected on the Internet, which falls under the domain of technology and communications.",285,48
405,16,"Space, Science, Technology, and Communications",0.95,"The bill focuses on regulating the privacy of personal information collected on the Internet, which falls under the domain of technology and communications.",282,48
406,16,"Space, Science, Technology, and Communications",0.95,,1641,18
407,16,"Space, Science, Technology, and Communications",0.95,,1553,18
408,16,"Space, Science, Technology, and Communications",0.94,,1672,18
409,2,"Civil Rights, Minority Issues, and Civil Liberties",1.00,,263,6
410,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,266,19
411,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,273,19
412,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,285,19
413,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,280,19
414,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,282,19
415,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,"The bill focuses on civil rights issues such as nondiscrimination in jury selection, relief against discriminatory practices, and penalties for acts of violence or intimidation.",284,53
416,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,"The bill focuses on civil rights issues such as nondiscrimination in jury selection, relief against discriminatory practices, and penalties for acts of violence or intimidation.",293,53
417,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,"The bill focuses on civil rights, nondiscrimination, and penalties for acts of violence or intimidation.",289,43
418,2,"Civil Rights, Minority Issues, and Civil Liberties",0.98,,1645,15
419,2,"Civil Rights, Minority Issues, and Civil Liberties",0.98,,1557,15
420,2,"Civil Rights, Minority Issues, and Civil Liberties",0.96,,1676,15
421,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,267,6
422,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,269,18
423,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,276,18
424,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,288,18
425,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,283,18
426,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,285,18
427,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,"The bill addresses issues related to nondiscrimination in jury selection, employment, housing, and extends the life of the U.S. Commission on Civil Rights, which are all central to civil rights and minority issues.",287,65
428,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,"The bill addresses issues related to nondiscrimination in jury selection, relief against discriminatory practices in employment and housing, and extends the life of the U.S. Commission on Civil Rights, all of which are central to civil rights and minority issues.",295,71
429,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,"The bill addresses issues related to nondiscrimination in jury selection, employment, housing, and extends the life of the U.S. Commission on Civil Rights, which are all central to civil rights and minority issues.",292,65
430,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,1651,18
431,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,1563,18
432,2,"Civil Rights, Minority Issues, and Civil Liberties",0.98,,1682,18
433,15,Defense,0.95,,229,6
434,15,Defense,0.85,,232,19
435,15,Defense,0.95,,239,19
436,15,Defense,0.85,,251,19
437,15,Defense,0.95,,246,19
438,15,Defense,0.95,,248,19
439,15,Defense,0.95,"The bill pertains to the naming of a U.S. Navy cruiser, which falls under the category of Defense.",250,47
440,15,Defense,0.90,"The bill pertains to the naming of a new cruiser in the U.S. Navy, which falls under the category of Defense.",259,50
441,15,Defense,0.90,"The bill pertains to the naming of a new cruiser in the U.S. Navy, which falls under the category of Defense.",255,50
442,15,Defense,0.98,,1611,15
443,15,Defense,0.98,,1523,15
444,15,Defense,0.90,,1642,15
445,15,Defense,0.95,,232,6
446,15,Defense,0.95,,234,18
447,15,Defense,0.95,,241,18
448,15,Defense,0.95,,253,18
449,15,Defense,0.95,,248,18
450,15,Defense,0.95,,250,18
451,15,Defense,0.95,"The bill pertains to the naming of a U.S. Navy cruiser, which falls under the category of Defense.",252,45
452,15,Defense,0.95,"The bill pertains to the naming of a U.S. Navy cruiser, which falls under the category of Defense.",260,45
453,15,Defense,0.95,"The bill pertains to the naming of a U.S. Navy cruiser, which falls under the category of Defense.",257,45
454,15,Defense,0.95,,1616,18
455,15,Defense,0.95,,1528,18
456,15,Defense,0.95,,1647,18
457,12,Social Welfare,0.95,,232,6
458,12,Social Welfare,0.85,,235,19
459,12,Social Welfare,0.85,,242,19
460,12,Social Welfare,0.85,,254,19
461,12,Social Welfare,0.85,,249,19
462,12,Social Welfare,0.95,,251,19
463,12,Social Welfare,0.85,"The bill focuses on revising the Older Americans Act of 1965, which falls under social welfare programs.",253,46
464,12,Social Welfare,0.90,"The bill pertains to the Older Americans Act of 1965, which falls under social welfare programs.",262,45
465,12,Social Welfare,0.85,"The bill focuses on revising the Older Americans Act of 1965, which falls under social welfare policies.",258,46
466,12,Social Welfare,0.98,,1614,15
467,12,Social Welfare,0.98,,1526,15
468,12,Social Welfare,0.92,,1645,15
469,12,Social Welfare,0.95,,235,6
470,12,Social Welfare,0.95,,237,18
471,12,Social Welfare,0.95,,244,18
472,12,Social Welfare,0.95,,256,18
473,12,Social Welfare,0.95,,251,18
474,12,Social Welfare,0.95,,253,18
475,12,Social Welfare,0.95,"The bill pertains to the Older Americans Act of 1965, which is primarily focused on social welfare programs for older adults.",255,48
476,12,Social Welfare,0.95,"The bill pertains to the Older Americans Act of 1965, which is primarily focused on social welfare programs and services for older adults.",263,50
477,12,Social Welfare,0.95,"The bill pertains to the Older Americans Act of 1965, which is primarily focused on social welfare programs for older adults.",260,48
478,12,Social Welfare,0.95,,1619,18
479,12,Social Welfare,0.95,,1531,18
480,12,Social Welfare,0.95,,1650,18
481,7,Environment,0.90,,245,6
482,7,Environment,0.85,,248,19
483,7,Environment,0.85,,255,19
484,7,Environment,0.85,,267,19
485,7,Environment,0.85,,262,19
486,7,Environment,0.85,,264,19
487,7,Environment,0.85,"The bill focuses on amending regulations related to the Outer Continental Shelf Lands Act Amendments of 1978, which falls under the category of Environment.",266,53
488,7,Environment,0.90,"The bill focuses on amending regulations related to the Outer Continental Shelf Lands Act Amendments of 1978, which falls under the category of Environment.",275,53
489,7,Environment,0.85,"The bill focuses on amending regulations related to the Outer Continental Shelf Lands Act Amendments of 1978, which falls under the Environment category.",271,52
490,7,Environment,0.90,,1627,15
491,20,Public Lands and Water Management,0.95,,1539,15
492,8,Energy,0.90,,1658,15
493,8,Energy,0.85,,248,6
494,20,Public Lands and Water Management,0.85,,250,18
495,20,Public Lands and Water Management,0.85,,257,18
496,20,Public Lands and Water Management,0.85,,269,18
497,20,Public Lands and Water Management,0.95,,264,18
498,20,Public Lands and Water Management,0.85,,266,18
499,20,Public Lands and Water Management,0.85,"The bill pertains to amendments related to the Outer Continental Shelf Lands Act, which involves the management and use of public lands and water resources.",268,50
500,20,Public Lands and Water Management,0.90,"The bill pertains to amendments related to the Outer Continental Shelf Lands Act, which involves the management and regulation of public lands and water resources.",276,50
501,20,Public Lands and Water Management,0.95,"The bill pertains to amendments related to the Outer Continental Shelf Lands Act, which involves the management and use of public lands and water resources.",273,50
502,20,Public Lands and Water Management,0.89,,1632,18
503,20,Public Lands and Water Management,0.90,,1544,14
504,20,Public Lands and Water Management,0.94,,1663,18
505,19,Government Operations,0.90,,240,6
506,19,Government Operations,0.75,,243,19
507,19,Government Operations,0.85,,250,19
508,19,Government Operations,0.85,,262,19
509,19,Government Operations,0.85,,257,19
510,19,Government Operations,0.85,,259,19
511,19,Government Operations,0.85,The bill pertains to government operations by adding Muncie to the places where U.S. District Court shall be held for the Indianapolis Division of the Southern District of Indiana.,261,59
512,19,Government Operations,0.85,The bill pertains to government operations by adding Muncie to the places where U.S. District Court shall be held for the Indianapolis Division of the Southern District of Indiana.,270,59
513,19,Government Operations,0.85,The bill pertains to government operations by specifying the location for U.S. District Court hearings in Indiana.,266,45
514,19,Government Operations,0.95,,1622,15
515,11,"Law, Crime, and Family Issues",0.95,,1534,15
516,19,Government Operations,0.90,,1653,15
517,11,"Law, Crime, and Family Issues",0.85,,242,6
518,19,Government Operations,0.95,,244,18
519,19,Government Operations,0.95,,251,18
520,19,Government Operations,0.95,,263,18
521,19,Government Operations,0.95,,258,18
522,19,Government Operations,0.95,,260,18
523,19,Government Operations,0.95,"The bill pertains to the administrative operations of the U.S. District Court, which falls under government operations.",262,44
524,19,Government Operations,0.95,"The bill pertains to the administrative operations of the U.S. District Court, which falls under government operations.",270,44
525,19,Government Operations,0.95,"The bill pertains to the administrative operations of the U.S. District Court, which falls under the category of Government Operations.",267,47
526,19,Government Operations,0.95,,1626,18
527,19,Government Operations,0.93,,1538,18
528,19,Government Operations,0.95,,1657,18
