BillID,Year,Major,MajorText,Party,PassH,PassS,Description,DW1,Chamber,Postal
92-S-2223,1971,13,Community Development and Housing Issues,Democrat,0,0,"A bill to amend the Consolidated Farmers Home Administration Act of 1961, and for other purposes",-0.42,Senate,MN
84-HR-10677,1956,10,Transportation,Democrat,0,0,"To extend the provisions of title XIII of the Civil Aeronautics Act of 1938, as amended, relating to war risk insurance for an additional 5 years",-0.254,House,TN
84-HR-6474,1955,10,Transportation,Democrat,0,0,"To amend the Merchant Marine Act, 1936, In order to eliminate the 6-percent differential applying to certain bids of Pacific coast shipbuilders",-0.279,House,MD
92-HR-867,1971,10,Transportation,Republican,0,0,"To promote the safety of ports, harbors, waterfront areas, arid navigable waters of the United States",0.06,House,CA
96-HR-1842,1979,13,Community Development and Housing Issues,Republican,0,0,"A bill to amend the Internal Revenue Code of 1954 to provide tax-saving incentives for savings accounts established for the purpose of purchasing a home, and for other purposes.",0.373,House,CA
96-HR-4713,1979,3,Health,Democrat,0,0,A bill to provide for the establishment of a task force on consumer and physician incentives toward hospital cost containment.,-0.305,House,VA
93-S-4072,1974,15,Defense,Democrat,0,0,"A bill to authorize the Secretary of the Army to return the remains of Second Lt. John A. Ellard Jr., from the Manila American Cemetery, Republic of the Philippines, to the United States.",-0.034,Senate,MS
105-HR-2832,1997,18,International Affairs and Foreign Aid,Republican,0,0,Concerning United States policy with respect to Jerusalem as the capital of Israel.,0.097,House,NY
102-HR-654,1991,17,Foreign Trade,Republican,0,0,"Entitled, The Foreign Acquisitions Study Act of 1991.",0.191,House,OH
107-S-2066,2002,18,International Affairs and Foreign Aid,Democrat,0,0,A bill to prohibit United States assistance and commercial arms exports to countries and entities supporting international terrorism.,-0.267,Senate,IN
102-HR-1297,1991,7,Environment,Democrat,1,0,"To amend the Dingell-Johnson Sport Fish Restoration Act to authorize the use by coastal States of apportionments under that Act for construction, renovation, and maintenance of shoreside pumpout stations for marine sanitation devices.",-0.501,House,NC
96-HR-7491,1980,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,A bill to provide exemptions from the Investment Company Act of 1940 and Investment Advisers Act of 1940 for specialized investment companies engaged in furnishing capital to unseasoned enterprises which are unable to obtain capital on favorable terms through conventional means and which frequently need and receive significant managerial assistance and for certain investment advisers.,-0.493,House,NY
91-HR-14335,1969,19,Government Operations,Democrat,0,0,"To provide for the investigative detention and search of persons in the District of Columbia suspected of involvement in, or knowledge of, crimes committed in the District of Columbia",0.23,House,SC
107-S-2292,2002,17,Foreign Trade,Democrat,0,0,A bill to extend the temporary suspension of duty on Pigment Red 187.,-0.492,Senate,RI
97-S-658,1981,5,Labor and Employment,Republican,0,0,"A bill to amend the Fair Labor Act of 1938 to exempt employees who are under eighteen years of age from the provisions of section 6 of that Act, and for other purposes.",0.414,Senate,OK
94-HR-6258,1975,3,Health,Republican,0,0,A bill to amend the Internal Revenue Code of 1954 and the Social Security Act to provide a comprehensive program of health care by strengthening the organization and delivery of health care nationwide and making comprehensive health care insurance (including coverage for medical catastrophes) available to all Americans.,0.196,House,OH
88-S-2807,1964,20,Public Lands and Water Management,Democrat,0,0,"A bill to fix the boundary of Shenandoah National Park in the Commonwealth of Virginia, and for other purposes.",0.528,Senate,VA
94-S-3000,1976,12,Social Welfare,Republican,0,0,"A bill to amend the Internal Revenue Code of 1954, the Social Security Act, and other laws to provide effective welfare reform by replacing public assistance and food stamps with a system of allowances and refundable credits, and for other purposes.",-0.206,Senate,NY
102-S-811,1991,10,Transportation,Democrat,0,1,"A bill to require the Secretary of Transportation to lead and coordinate Federal efforts in the development of magnetic levitation transportation technology and foster implementation of magnetic levitation and other high-speed rail transportation systems, and for other purposes.",-0.284,Senate,SC
90-HR-16759,1968,15,Defense,Democrat,0,0,"To incorporate Retired Enlisted Association, Inc",-0.212,House,TN
94-HR-3706,1975,15,Defense,Republican,0,0,A bill to provide equitable treatment for persons employed as technicians in the National Guard in crediting service for civil service retirement.,0.135,House,AK
114-HR-4676,2016,15,Defense,Republican,1,0,"To amend title 18, United States Code, to provide an additional tool to prevent certain frauds against veterans, and for other purposes.",0.466,House,FL
103-HR-4735,1994,13,Community Development and Housing Issues,Democrat,0,0,To amend section 14 of the United States Housing Act of 1937 to authorize public housing agencies to use comprehensive modernization grant amounts to leverage amounts to replace and modernize public housing.,-0.545,House,IL
97-S-2023,1982,9,Immigration,Democrat,0,0,A bill to assist in the admission into the United States of certain aliens who have fled from Poland.,-0.342,Senate,NY
82-HR-1405,1951,5,Labor and Employment,Republican,0,0,To amend the Railroad Retirement Act of 1937 to provide for a 20percent increase in the survivor annuities and insurance lump sums payable under such act,0.156,House,PA
98-HR-4565,1983,4,Agriculture,Democrat,0,0,"A bill to establish the farm and crop acreage base and program yield system to provide more efficient, equitable, flexible and predictable programs for farmers.",0.188,House,TX
107-HR-1277,2001,1,Macroeconomics,Democrat,0,0,"To amend the Internal Revenue Code of 1986 to reduce estate tax rates by 20 percent, to increase the unified credit against estate and gift taxes to the equivalent of a $2,500,000 exclusion and to provide an inflation adjustment of such amount, and for other purposes.",-0.371,House,NY
80-HR-5255,1948,9,Immigration,Democrat,0,0,To authorize the naturalization of Michael Kroskof Thomas,-0.646,House,CA
81-HR-5559,1949,3,Health,Democrat,0,0,To amend the Federal Trade Commission Act with respect to the advertising of alcoholic beverages,-0.116,House,AL
91-HR-11620,1969,5,Labor and Employment,Democrat,0,0,"To assure an opportunity for employment to every American seeking work and to make available the education and training needed by any persons to qualify for employment consistent with his highest potential and capability, and for other .purposes",-0.42,House,MI
88-HR-9857,1964,15,Defense,Democrat,0,0,"To protect the domestic economy, to promote the general welfare, and to assist in the national defense by providing for an adequate supply of lead and trine for consumption in the United States from domestic and foreign sources, and for other purposes",-0.364,House,CA
85-HR-10537,1958,16,"Space, Science, Technology, and Communications",Republican,0,0,To clarify existing law with respect to subscription television operations,-0.003,House,NY
94-HR-7171,1975,20,Public Lands and Water Management,Republican,0,0,"A bill to designate certain lands in the Black Canyon of the Gunnison National Monument, Colo., as wilderness.",0.247,House,KS
91-HR-17646,1970,15,Defense,Republican,0,0,"To amend the Soldiers' and Sailors' Civil Relief Act of 1940, as amended, in order. to extend under certain circumstances the expiration date specified in a power of attorney executed by a member of the Armed Forces who is missing in action or held as a prisoner of war",0.21,House,PA
86-S-2465,1959,20,Public Lands and Water Management,Republican,0,0,A bill to provide that a flag of the United States shall be flown at the base of the Washington Monument for each of the States of the Union in the design of the flag of the historical period in which such State was admitted to the Union.,0.465,Senate,KS
98-HR-3482,1983,2,"Civil Rights, Minority Issues, and Civil Liberties",Republican,0,0,"A bill to amend title VIII of the Act commonly called the Civil Rights Act of 1968, to revise the procedures for the enforcement of fair housing, and for other purposes.",0.043,House,NY
101-HR-1405,1989,18,International Affairs and Foreign Aid,Republican,0,0,To affirm the Presidential Proclamation extending the United States Territorial Sea to twelve miles.,0.619,House,CA
91-S-1822,1969,19,Government Operations,Democrat,0,0,"A bill to amend title 5, United States Code, to provide for the inclusion of certain periods of reemployment of annuitants for the purpose of computing annuities of surviving spouses",-0.314,Senate,RI
96-HR-347,1979,2,"Civil Rights, Minority Issues, and Civil Liberties",Republican,0,0,"A bill to amend the Family Educational Rights and Privacy Act (20 U.S.C. 1232) to provide for the protection of the privacy of personal information, and for other purposes.",0.311,House,CA
103-HR-4032,1994,11,"Law, Crime, and Family Issues",Democrat,0,0,To provide the penalty of death for certain crimes.,-0.333,House,NY
